iso_code,location,date,total_cases,,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,total_vaccinations_per_hundred,new_vaccinations_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
KAZ,Asia,Kazakhstan,4/08/2020,100075,1434,1983.286,1109,0,45.143,5329.742,76.371,105.625,59.063,0,2.404,0.97,,,,,,,,,12564,2126359,113.245,0.669,17133,0.912,0.116,8.6,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,5/08/2020,102936,2861,2181.714,1109,0,45.143,5482.111,152.37,116.193,59.063,0,2.404,0.96,,,,,,,,,18400,2144759,114.224,0.98,17017,0.906,0.128,7.8,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,6/08/2020,105526,2590,2349.714,1109,0,45.143,5620.048,137.937,125.14,59.063,0,2.404,0.95,,,,,,,,,18954,2163713,115.234,1.009,16537,0.881,0.142,7,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,7/08/2020,107930,2404,2509,1109,0,45.143,5748.079,128.031,133.623,59.063,0,2.404,0.94,,,,,,,,,19595,2183308,116.277,1.044,15740,0.838,0.159,6.3,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,8/08/2020,109939,2009,2796,1109,0,45.143,5855.074,106.994,148.908,59.063,0,2.404,0.93,,,,,,,,,19128,2202436,117.296,1.019,15688,0.836,0.178,5.6,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,9/08/2020,111822,1883,2149.714,1109,0,40.857,5955.357,100.284,114.488,59.063,0,2.176,0.92,,,,,,,,,15207,2217643,118.106,0.81,16052,0.855,0.134,7.5,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,10/08/2020,112722,900,2011.571,1433,324,46.286,6003.289,47.932,107.131,76.318,17.255,2.465,0.9,,,,,,,,,9226,2226869,118.597,0.491,16153,0.86,0.125,8,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,11/08/2020,113501,779,1918,1433,0,46.286,6044.777,41.488,102.148,76.318,0,2.465,0.89,,,,,,,,,10055,2236924,119.133,0.536,15795,0.841,0.121,8.2,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,12/08/2020,115615,2114,1811.286,1433,0,46.286,6157.363,112.586,96.465,76.318,0,2.465,0.89,,,,,,,,,15229,2252153,119.944,0.811,15342,0.817,0.118,8.5,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,13/08/2020,117104,1489,1654,1433,0,46.286,6236.663,79.3,88.088,76.318,0,2.465,0.88,,,,,,,,,19601,2271754,120.988,1.044,15434,0.822,0.107,9.3,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,14/08/2020,118514,1410,1512,1433,0,46.286,6311.756,75.093,80.525,76.318,0,2.465,0.87,,,,,,,,,19573,2291327,122.03,1.042,15431,0.822,0.098,10.2,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,15/08/2020,119781,1267,1406,1480,47,53,6379.234,67.477,74.88,78.821,2.503,2.823,0.86,,,,,,,,,19179,2310506,123.052,1.021,15439,0.822,0.091,11,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,16/08/2020,121161,1380,1334.143,1485,5,53.714,6452.729,73.495,71.053,79.087,0.266,2.861,0.85,,,,,,,,,13883,2324389,123.791,0.739,15249,0.812,0.087,11.4,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,17/08/2020,121639,478,1273.857,1487,2,7.714,6478.186,25.457,67.842,79.194,0.107,0.411,0.84,,,,,,,,,9718,2334107,124.309,0.518,15320,0.816,0.083,12,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,18/08/2020,121973,334,1210.286,1635,148,28.857,6495.974,17.788,64.457,87.076,7.882,1.537,0.84,,,,,,,,,7942,2342049,124.732,0.423,15018,0.8,0.081,12.4,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,19/08/2020,123325,1352,1101.429,1646,11,30.429,6567.978,72.004,58.659,87.662,0.586,1.621,0.83,,,,,,,,,14953,2357002,125.528,0.796,14978,0.798,0.074,13.6,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,20/08/2020,124356,1031,1036,1652,6,31.286,6622.887,54.908,55.175,87.981,0.32,1.666,0.83,,,,,,,,,17224,2374226,126.445,0.917,14639,0.78,0.071,14.1,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,21/08/2020,125335,979,974.429,1658,6,32.143,6675.026,52.139,51.896,88.301,0.32,1.712,0.82,,,,,,,,,15331,2389557,127.262,0.816,14033,0.747,0.069,14.4,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,22/08/2020,126243,908,923.143,1663,5,26.143,6723.383,48.358,49.164,88.567,0.266,1.392,0.82,,,,,,,,,16046,2405603,128.116,0.855,13585,0.724,0.068,14.7,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,23/08/2020,127203,960,863.143,1671,8,26.571,6774.511,51.127,45.969,88.993,0.426,1.415,0.81,,,,,,,,,12152,2417755,128.764,0.647,13338,0.71,0.065,15.5,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,24/08/2020,127462,259,831.857,1781,110,42,6788.304,13.794,44.303,94.852,5.858,2.237,0.81,,,,,,,,,9432,2427187,129.266,0.502,13297,0.708,0.063,16,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,25/08/2020,127462,0,784.143,1781,0,20.857,6788.304,0,41.761,94.852,0,1.111,0.81,,,,,,,,,7257,2434444,129.652,0.386,13199,0.703,0.059,16.8,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,26/08/2020,127462,0,591,1781,0,19.286,6788.304,0,31.475,94.852,0,1.027,0.81,,,,,,,,,15112,2449556,130.457,0.805,13222,0.704,0.045,22.4,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,27/08/2020,127664,202,472.571,1781,0,18.429,6799.062,10.758,25.168,94.852,0,0.981,0.81,,,,,,,,,14729,2464285,131.242,0.784,12866,0.685,0.037,27.2,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,28/08/2020,128618,954,469,1781,0,17.571,6849.87,50.808,24.978,94.852,0,0.936,0.82,,,,,,,,,17299,2481584,132.163,0.921,13147,0.7,0.036,28,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,29/08/2020,130040,1422,542.429,1781,0,16.857,6925.602,75.732,28.888,94.852,0,0.898,0.82,,,,,,,,,18237,2499821,133.134,0.971,13460,0.717,0.04,24.8,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,30/08/2020,130673,633,495.714,1781,0,15.714,6959.314,33.712,26.4,94.852,0,0.837,0.82,,,,,,,,,14019,2513840,133.881,0.747,13726,0.731,0.036,27.7,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,31/08/2020,130673,0,458.714,1781,0,0,6959.314,0,24.43,94.852,0,0,0.82,,,,,,,,,9320,2523160,134.377,0.496,13710,0.73,0.033,29.9,tests performed,,,,,79.63,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,1/09/2020,131596,923,590.571,1815,34,4.857,7008.471,49.157,31.452,96.662,1.811,0.259,0.82,,,,,,,,,4972,2528132,134.642,0.265,13384,0.713,0.044,22.7,tests performed,,,,,75.93,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,2/09/2020,131695,99,604.714,1883,68,14.571,7013.743,5.272,32.206,100.284,3.622,0.776,0.82,,,,,,,,,9040,2537172,135.123,0.481,12517,0.667,0.048,20.7,tests performed,,,,,75.93,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,3/09/2020,132354,659,670,1889,6,15.429,7048.84,35.097,35.683,100.603,0.32,0.822,0.82,,,,,,,,,16534,2553706,136.004,0.881,12774,0.68,0.052,19.1,tests performed,,,,,75.93,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,4/09/2020,132924,570,615.143,1893,4,16,7079.197,30.357,32.761,100.816,0.213,0.852,0.82,,,,,,,,,17856,2571562,136.955,0.951,12854,0.685,0.048,20.9,tests performed,,,,,75.93,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,5/09/2020,133028,104,426.857,1893,0,16,7084.735,5.539,22.733,100.816,0,0.852,0.82,,,,,,,,,17518,2589080,137.888,0.933,12751,0.679,0.033,29.9,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,6/09/2020,133924,896,464.429,1901,8,17.143,7132.454,47.719,24.734,101.242,0.426,0.913,0.83,,,,,,,,,14020,2603100,138.635,0.747,12751,0.679,0.036,27.5,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,7/09/2020,134123,199,492.857,1902,1,17.286,7143.052,10.598,26.248,101.296,0.053,0.921,0.83,,,,,,,,,9764,2612864,139.155,0.52,12815,0.682,0.038,26,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,8/09/2020,134203,80,372.429,1903,1,12.571,7147.313,4.261,19.835,101.349,0.053,0.67,0.83,,,,,,,,,9440,2622304,139.657,0.503,13453,0.716,0.028,36.1,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,9/09/2020,134726,523,433,1950,47,9.571,7175.167,27.854,23.06,103.852,2.503,0.51,0.83,,,,,,,,,18260,2640564,140.63,0.972,14770,0.787,0.029,34.1,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,10/09/2020,135159,433,400.714,1951,1,8.857,7198.227,23.06,21.341,103.905,0.053,0.472,0.84,,,,,,,,,17779,2658343,141.577,0.947,14948,0.796,0.027,37.3,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,11/09/2020,135589,430,380.714,1952,1,8.429,7221.128,22.901,20.276,103.959,0.053,0.449,0.84,,,,,,,,,18485,2676828,142.561,0.984,15038,0.801,0.025,39.5,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,12/09/2020,135964,375,419.429,1954,2,8.714,7241.099,19.972,22.338,104.065,0.107,0.464,0.84,,,,,,,,,19590,2696418,143.604,1.043,15334,0.817,0.027,36.6,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,13/09/2020,136384,420,351.429,1955,1,7.714,7263.467,22.368,18.716,104.118,0.053,0.411,0.84,,,,,,,,,15968,2712386,144.455,0.85,15612,0.831,0.023,44.4,tests performed,,,,,80.56,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,14/09/2020,136513,129,341.429,1962,7,8.571,7270.338,6.87,18.184,104.491,0.373,0.456,0.85,,,,,,,,,11595,2723981,145.072,0.618,15874,0.845,0.022,46.5,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,15/09/2020,136586,73,340.429,1965,3,8.857,7274.225,3.888,18.13,104.651,0.16,0.472,0.85,,,,,,,,,9474,2733455,145.577,0.505,15879,0.846,0.021,46.6,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,16/09/2020,137058,472,333.143,2003,38,7.571,7299.363,25.138,17.742,106.675,2.024,0.403,0.86,,,,,,,,,17142,2750597,146.49,0.913,15719,0.837,0.021,47.2,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,17/09/2020,137393,335,319.143,2006,3,7.857,7317.204,17.841,16.997,106.834,0.16,0.418,0.86,,,,,,,,,17639,2768236,147.429,0.939,15699,0.836,0.02,49.2,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,18/09/2020,137713,320,303.429,2008,2,8,7334.247,17.042,16.16,106.941,0.107,0.426,0.87,,,,,,,,,19738,2787974,148.48,1.051,15878,0.846,0.019,52.3,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,19/09/2020,138013,300,292.714,2009,1,7.857,7350.224,15.977,15.589,106.994,0.053,0.418,0.87,,,,,,,,,18521,2806495,149.467,0.986,15725,0.837,0.019,53.7,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,20/09/2020,138348,335,280.571,2014,5,8.429,7368.065,17.841,14.943,107.261,0.266,0.449,0.88,,,,,,,,,13559,2820054,150.189,0.722,15381,0.819,0.018,54.8,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,21/09/2020,138455,107,277.429,2015,1,7.571,7373.764,5.699,14.775,107.314,0.053,0.403,0.88,,,,,,,,,11017,2831071,150.776,0.587,15299,0.815,0.018,55.1,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,22/09/2020,138542,87,279.429,2016,1,7.286,7378.397,4.633,14.882,107.367,0.053,0.388,0.89,,,,,,,,,9381,2840452,151.275,0.5,15285,0.814,0.018,54.7,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,23/09/2020,138982,440,274.857,2044,28,5.857,7401.83,23.433,14.638,108.858,1.491,0.312,0.9,,,,,,,,,17969,2858421,152.232,0.957,15403,0.82,0.018,56,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,24/09/2020,139289,307,270.857,2045,1,5.571,7418.18,16.35,14.425,108.912,0.053,0.297,0.9,,,,,,,,,21162,2879583,153.359,1.127,15907,0.847,0.017,58.7,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,25/09/2020,139581,292,266.857,2046,1,5.429,7433.732,15.551,14.212,108.965,0.053,0.289,0.91,,,,,,,,,16222,2895805,154.223,0.864,15404,0.82,0.017,57.7,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,26/09/2020,139882,301,267,2046,0,5.286,7449.762,16.03,14.22,108.965,0,0.282,0.91,,,,,,,,,18859,2914664,155.228,1.004,15453,0.823,0.017,57.9,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,27/09/2020,140175,293,261,2048,2,4.857,7465.367,15.604,13.9,109.071,0.107,0.259,0.92,,,,,,,,,16694,2931358,156.117,0.889,15901,0.847,0.016,60.9,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,28/09/2020,140265,90,258.571,2049,1,4.857,7470.16,4.793,13.771,109.125,0.053,0.259,0.92,,,,,,,,,9208,2940566,156.607,0.49,15642,0.833,0.017,60.5,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,29/09/2020,140333,68,255.857,2050,1,4.857,7473.781,3.622,13.626,109.178,0.053,0.259,0.93,,,,,,,,,5532,2946098,156.902,0.295,15092,0.804,0.017,59,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,30/09/2020,140707,374,246.429,2078,28,4.857,7493.7,19.918,13.124,110.669,1.491,0.259,0.94,,,,,,,,,18183,2964281,157.87,0.968,15123,0.805,0.016,61.4,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,1/10/2020,140958,251,238.429,2080,2,5,7507.067,13.368,12.698,110.776,0.107,0.266,0.95,,,,,,,,,9208,2973489,158.361,0.49,13415,0.714,0.018,56.3,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,2/10/2020,141256,298,239.286,2082,2,5.143,7522.938,15.871,12.744,110.882,0.107,0.274,0.95,,,,,,,,,16928,2990417,159.262,0.902,13516,0.72,0.018,56.5,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,3/10/2020,141484,228,228.857,2083,1,5.286,7535.081,12.143,12.188,110.935,0.053,0.282,0.96,,,,,,,,,17953,3008370,160.218,0.956,13387,0.713,0.017,58.5,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,4/10/2020,141748,264,224.714,2083,0,5,7549.141,14.06,11.968,110.935,0,0.266,0.97,,,,,,,,,18980,3027350,161.229,1.011,13713,0.73,0.016,61,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,5/10/2020,141844,96,225.571,2085,2,5.143,7554.253,5.113,12.013,111.042,0.107,0.274,0.97,,,,,,,,,10871,3038221,161.808,0.579,13951,0.743,0.016,61.8,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,6/10/2020,141904,60,224.429,2085,0,5,7557.449,3.195,11.952,111.042,0,0.266,0.98,,,,,,,,,7218,3045439,162.192,0.384,14192,0.756,0.016,63.2,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,7/10/2020,142239,335,218.857,2107,22,4.143,7575.29,17.841,11.656,112.213,1.172,0.221,0.99,,,,,,,,,17176,3062615,163.107,0.915,14048,0.748,0.016,64.2,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,8/10/2020,142597,358,234.143,2108,1,4,7594.356,19.066,12.47,112.267,0.053,0.213,1,,,,,,,,,22627,3085242,164.312,1.205,15965,0.85,0.015,68.2,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,9/10/2020,142945,348,241.286,2110,2,4,7612.89,18.534,12.85,112.373,0.107,0.213,1.01,,,,,,,,,21763,3107005,165.471,1.159,16655,0.887,0.014,69,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,10/10/2020,143280,335,256.571,2111,1,4,7630.731,17.841,13.664,112.427,0.053,0.213,1.02,,,,,,,,,23470,3130475,166.721,1.25,17444,0.929,0.015,68,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,11/10/2020,143632,352,269.143,2113,2,4.286,7649.478,18.747,14.334,112.533,0.107,0.228,1.02,,,,,,,,,19521,3149996,167.761,1.04,17521,0.933,0.015,65.1,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,12/10/2020,143740,108,270.857,2114,1,4.143,7655.229,5.752,14.425,112.586,0.053,0.221,1.03,,,,,,,,,14773,3164769,168.548,0.787,18078,0.963,0.015,66.7,tests performed,,,,,78.7,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,13/10/2020,143814,74,272.857,2116,2,4.429,7659.17,3.941,14.532,112.693,0.107,0.236,1.03,,,,,,,,,10906,3175675,169.128,0.581,18605,0.991,0.015,68.2,tests performed,,,,,74.07,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,14/10/2020,144218,404,282.714,2141,25,4.857,7680.687,21.516,15.057,114.024,1.331,0.259,1.04,,,,,,,,,20235,3195910,170.206,1.078,19042,1.014,0.015,67.4,tests performed,,,,,74.07,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,15/10/2020,144328,110,247.286,2141,0,4.714,7686.545,5.858,13.17,114.024,0,0.251,1.05,,,,,,,,,24042,3219952,171.487,1.28,19244,1.025,0.013,77.8,tests performed,,,,,74.07,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,16/10/2020,144761,433,259.429,2144,3,4.857,7709.605,23.06,13.817,114.184,0.16,0.259,1.06,,,,,,,,,25332,3245284,172.836,1.349,19754,1.052,0.013,76.1,tests performed,,,,,74.07,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
KAZ,Asia,Kazakhstan,17/10/2020,145019,258,248.429,2148,4,5.286,7723.346,13.74,13.231,114.397,0.213,0.282,1.06,,,,,,,,,23246,3268530,174.074,1.238,19722,1.05,0.013,79.4,tests performed,,,,,74.07,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.8
